Date,Open,High,Low,Close,Volume,Adj Close
2016-03-28,76.449997,76.889999,74.900002,76.480003,6082100,76.480003
2016-03-24,75.150002,76.150002,73.529999,75.860001,8833400,75.860001
2016-03-23,78.160004,78.980003,76.150002,76.559998,10806800,76.559998
2016-03-22,77.00,78.550003,76.907997,78.18,9148400,78.18
2016-03-21,77.089996,79.68,76.940002,78.110001,15493300,78.110001
2016-03-18,74.970001,76.300003,74.709999,76.25,13350100,76.25
2016-03-17,73.760002,74.370003,73.510002,74.25,9423900,74.25
2016-03-16,72.010002,73.660004,71.860001,73.50,7701200,73.50
2016-03-15,72.620003,72.839996,71.75,72.230003,8373700,72.230003
2016-03-14,74.010002,74.419998,72.889999,73.349998,11069800,73.349998
2016-03-11,72.580002,74.010002,72.220001,74.010002,11219200,74.010002
2016-03-10,72.50,73.050003,70.605003,71.970001,11247900,71.970001
2016-03-09,71.589996,72.610001,70.68,72.43,7283400,72.43
2016-03-08,72.400002,72.650002,70.959999,71.07,8670700,71.07
2016-03-07,72.199997,73.980003,72.00,72.889999,11244500,72.889999
2016-03-04,70.959999,72.959999,70.720001,72.220001,10763600,72.220001
2016-03-03,71.309998,72.589996,70.459999,71.019997,11596400,71.019997
2016-03-02,72.040001,72.040001,70.75,71.25,10503000,71.25
2016-03-01,70.019997,71.839996,69.860001,70.860001,14007700,70.860001
2016-02-29,67.639999,70.580002,67.559998,68.809998,17984200,68.809998
2016-02-26,68.089996,68.830002,66.860001,66.910004,12084100,66.910004
2016-02-25,65.669998,66.720001,64.660004,66.660004,14686100,66.660004
2016-02-24,66.169998,67.690002,65.209999,67.230003,10781500,67.230003
2016-02-23,68.50,68.660004,66.464996,66.970001,12930600,66.970001
2016-02-22,68.300003,69.529999,67.980003,68.839996,13405400,68.839996
2016-02-19,66.800003,67.75,66.089996,67.279999,12334900,67.279999
2016-02-18,67.00,68.50,66.230003,66.519997,14547800,66.519997
2016-02-17,67.300003,67.389999,65.68,66.379997,14457100,66.379997
2016-02-16,64.419998,66.889999,64.040001,66.290001,21735400,66.290001
2016-02-12,61.27,62.779999,60.279999,60.889999,13669600,60.889999
2016-02-11,60.25,61.630001,59.849998,60.57,15008500,60.57
2016-02-10,61.900002,63.09,60.869999,61.779999,8998600,61.779999
2016-02-09,60.110001,62.220001,59.25,61.389999,12738300,61.389999
2016-02-08,60.900002,62.049999,60.450001,61.099998,16157900,61.099998
2016-02-05,64.709999,64.860001,62.18,62.639999,12842800,62.639999
2016-02-04,64.330002,65.720001,63.099998,64.860001,22911500,64.860001
2016-02-03,65.599998,65.730003,60.869999,63.439999,31918600,63.439999
2016-02-02,67.050003,67.739998,64.660004,65.089996,19150800,65.089996
2016-02-01,66.50,67.699997,65.349998,67.029999,16213800,67.029999
2016-01-29,67.980003,68.93,65.400002,67.029999,25594700,67.029999
2016-01-28,72.550003,73.150002,66.669998,66.919998,33165100,66.919998
2016-01-27,69.959999,71.419998,68.745003,69.540001,18257600,69.540001
2016-01-26,69.010002,70.190002,68.879997,69.769997,11473300,69.769997
2016-01-25,70.800003,70.800003,69.019997,69.720001,14782800,69.720001
2016-01-22,72.510002,73.339996,69.889999,70.370003,15834700,70.370003
2016-01-21,68.779999,71.650002,67.143997,70.720001,16576500,70.720001
2016-01-20,68.025002,69.112,65.339996,68.709999,19464400,68.709999
2016-01-19,71.940002,72.309998,69.809998,70.129997,17421700,70.129997
2016-01-15,68.699997,71.00,67.541,69.589996,20610400,69.589996
2016-01-14,70.290001,72.720001,68.269997,72.25,17719600,72.25
2016-01-13,72.769997,73.238998,70.220001,70.290001,12480200,70.290001
2016-01-12,71.449997,72.769997,71.00,72.68,13456000,72.68
2016-01-11,71.290001,71.730003,69.019997,69.919998,16961400,69.919998
2016-01-08,74.330002,74.660004,70.669998,70.800003,20814600,70.800003
2016-01-07,73.290001,75.50,71.540001,72.720001,27288100,72.720001
2016-01-06,77.120003,78.485001,76.970001,77.330002,11569300,77.330002
2016-01-05,77.919998,78.68,77.260002,78.629997,14258900,78.629997
2016-01-04,78.18,78.309998,75.18,76.690002,23066300,76.690002
2015-12-31,81.480003,82.169998,81.25,81.269997,6691200,81.269997
